customer_id,age,annual_income,credit_score,employment_status,years_employed,debt_to_income_ratio,savings_balance,checking_balance,home_ownership,marital_status,num_dependents,education_level,loan_purpose,requested_loan_amount,existing_loans,payment_history,loan_term,interest_rate,monthly_payment,approval_status
aef11a64-ffb2-4dfc-b336-47dd0b8a452e,58,97474,734,Unemployed,37,0.69,776693,7678,Rent,Divorced,0,Associate's,Medical Expenses,184448,5,Excellent,60,20.84,4973.35,Approved
aca10ada-fd83-4bb4-8bee-17d0faa24a3c,26,293880,784,Employed,5,0.39,806108,38511,Own,Single,2,High School,Business Expansion,18495,4,Excellent,360,23.83,367.59,Rejected
4e627766-7d5f-4c98-8ead-9c7de0573584,48,203031,436,Employed,29,0.46,917132,43228,Mortgage,Married,5,Bachelor's,Education,499068,3,Excellent,12,4.16,42532.08,Approved
91c26ef0-4098-4b9e-bd00-8d773d88aa95,71,422324,769,Employed,48,0.21,819507,32562,Rent,Single,5,Associate's,Debt Consolidation,342731,3,Good,120,17.66,6100.68,Approved
4ed24bc5-9c8c-49ed-93b8-5e47ebe79d6f,57,269592,493,Employed,33,0.95,444681,20916,Rent,Married,1,Associate's,Debt Consolidation,59338,3,Poor,24,8.79,2705.13,Pending
f219b879-76ee-4082-b992-61cb2e334a8d,38,291523,351,Employed,19,0.96,194375,35699,Own,Divorced,1,Bachelor's,Home Improvement,382177,3,Excellent,12,20.86,35560.27,Rejected
8965bc3d-aa5c-4551-b1ca-2dea9288b468,53,275022,596,Employed,30,0.9,254154,25193,Mortgage,Married,5,Bachelor's,Car Purchase,98226,4,Good,48,6.17,2314.5,Rejected
79f0df93-fa66-4878-b25f-99e2fe81bc9e,27,58004,414,Self-Employed,9,0.88,953552,20966,Own,Single,3,Bachelor's,Business Expansion,331036,3,Excellent,60,21.31,9013.46,Pending
f5a28097-f3a6-42d2-a1f5-f2d55a2364a9,18,62576,503,Employed,0,0.83,98124,26473,Rent,Married,3,Bachelor's,Medical Expenses,115007,1,Excellent,360,6.57,732.22,Pending
af7ff9d0-b04a-4b32-b509-53a32cc6bcb2,37,73859,641,Unemployed,18,0.29,635117,7427,Mortgage,Divorced,4,High School,Education,332621,0,Excellent,180,15.68,4811.2,Approved
59c9e0bc-20a8-4877-96fd-4b20830ee70b,36,432979,698,Self-Employed,17,0.56,330194,14145,Rent,Divorced,3,Bachelor's,Home Improvement,264266,3,Excellent,120,4.7,2764.36,Approved
b1a4eba5-bdb6-4fb4-ba5f-a439dbbf5b15,30,375406,693,Employed,8,0.58,400554,3664,Rent,Single,3,Associate's,Debt Consolidation,372264,4,Good,12,21.22,34702.22,Rejected
795ef475-daae-45e6-8479-2611b80f54b0,34,399545,539,Employed,16,0.94,823607,18796,Rent,Single,0,High School,Business Expansion,185858,0,Excellent,12,9.33,16282.01,Approved
d1ecae6b-ed95-4f9e-b07e-774a43ce7c7a,46,198769,347,Self-Employed,28,0.25,382232,36537,Rent,Widowed,4,Bachelor's,Medical Expenses,343735,1,Good,36,15.71,12035.55,Approved
e08f0707-edb6-4dd3-8c78-12d111be2cdc,76,77956,734,Self-Employed,53,0.55,763201,892,Mortgage,Married,3,High School,Business Expansion,351070,1,Excellent,12,18.32,32239.58,Approved
c1187887-bbe6-4d62-8fd9-e791787e68de,22,80970,370,Unemployed,0,0.16,613376,36156,Own,Single,2,Bachelor's,Car Purchase,249579,0,Excellent,24,11.08,11641.61,Pending
6c92cb11-0467-48db-be3e-86afc41da6d1,75,439263,592,Employed,51,0.06,599648,38273,Mortgage,Married,0,Bachelor's,Car Purchase,23978,3,Good,180,22.31,462.59,Rejected
71bb35c8-44c8-4ade-b6cb-f9580ff7bdc4,69,242683,671,Employed,50,0.19,422583,21735,Rent,Divorced,3,Bachelor's,Education,240202,3,Excellent,360,17.81,3582.82,Approved
ffa5d03a-f57a-422f-bf30-64de28f02abf,32,427515,845,Employed,11,0.12,624486,14631,Own,Married,3,Associate's,Debt Consolidation,162035,4,Excellent,36,15.08,5623.35,Approved
c79b811a-06e1-46d4-9083-b00f69b8ddd5,33,174557,813,Employed,13,0.13,284968,19789,Mortgage,Single,3,High School,Medical Expenses,212830,5,Excellent,120,6.42,2407.99,Approved
5a9c6816-3ee2-473b-ba73-1016da57bad7,45,462412,696,Employed,27,0.76,128733,31384,Rent,Single,4,Bachelor's,Car Purchase,51859,2,Fair,12,9.88,4556.34,Approved
28300e76-a5e5-427a-a611-9de5f306ee00,51,220693,321,Employed,27,0.45,993023,9026,Mortgage,Married,1,High School,Business Expansion,283708,3,Fair,120,7.78,3409.27,Pending
2ac0cf89-38f5-4dec-aaf5-b39e93c58f25,31,225463,346,Unemployed,11,0.87,782997,22395,Own,Single,2,Bachelor's,Education,332911,5,Excellent,12,13.55,29820.68,Approved
3ce0552b-32ab-4045-b43f-aabec9d996f5,27,292655,535,Unemployed,5,0.22,808928,4493,Own,Single,5,Associate's,Medical Expenses,289564,2,Excellent,180,4.26,2179.79,Rejected
dec0f9c5-9c7b-4b34-ad76-bf78f239cd39,39,380983,601,Unemployed,15,0.71,153204,23139,Own,Married,1,Bachelor's,Business Expansion,222237,3,Fair,36,3.23,6485.47,Pending
16708a0e-cbe1-4b67-89c6-422cf044ee84,36,337112,395,Employed,17,0.31,103740,22026,Rent,Married,2,Master's,Medical Expenses,410413,1,Good,48,7.74,9969.37,Pending
fc0481f1-d3c5-4e68-9116-e1bd3a757316,22,238501,339,Self-Employed,3,0.67,511345,15302,Mortgage,Married,4,Associate's,Debt Consolidation,267099,0,Excellent,60,5.57,5110.54,Approved
355765d2-0da3-4b41-826e-b3d44eca3363,24,208285,398,Employed,4,0.52,863359,49739,Rent,Married,2,Associate's,Home Improvement,475629,0,Poor,360,14.07,5661.96,Rejected
80a49b30-1921-4939-9051-4bf379217959,29,192696,565,Employed,9,0.15,546359,20725,Mortgage,Single,3,Associate's,Car Purchase,334007,5,Poor,120,4.4,3445.52,Pending
e40aab98-3f24-4b42-867d-e19d7af7c4c0,23,369019,528,Employed,4,0.95,892774,49407,Mortgage,Single,1,Bachelor's,Education,233548,5,Poor,60,21.31,6359.05,Approved
65cef5e3-cc38-4a73-a359-f04fe6edbc65,40,188466,583,Employed,21,0.06,173993,15288,Rent,Married,2,Associate's,Education,132282,1,Excellent,48,14.24,3630.75,Pending
3192dd17-75aa-46e7-9c69-6181979e7dc9,71,138170,379,Self-Employed,53,0.47,150644,49503,Rent,Married,2,High School,Education,8474,3,Fair,36,12.49,283.45,Rejected
4ff1f31e-276b-4226-86ad-b86d193dacc6,68,445510,593,Employed,46,0.72,510982,20972,Rent,Single,2,High School,Business Expansion,390746,1,Fair,24,23.8,20620.19,Approved
1ce8310c-850c-403a-a2b1-ae451588267a,24,125093,650,Unemployed,6,0.88,818180,9020,Mortgage,Divorced,4,Bachelor's,Business Expansion,27758,5,Good,120,5.72,304.28,Pending
78e73923-3ee7-437c-a7e1-da7a125dd27a,44,38961,849,Employed,20,1.0,10340,15207,Own,Married,1,Master's,Medical Expenses,29173,0,Fair,360,21.92,533.68,Pending
363b6626-c116-4cb9-8012-d167314e2893,27,450518,822,Employed,7,0.59,287661,15097,Rent,Married,1,Bachelor's,Debt Consolidation,151535,0,Good,360,7.41,1050.23,Approved
04b376fd-1f6c-4589-a0fb-efb888016a40,33,313798,801,Self-Employed,14,0.98,907601,27736,Mortgage,Married,4,High School,Debt Consolidation,233689,2,Excellent,12,7.57,20281.81,Approved
a7ffc0bf-b039-4f42-8412-5a9392027520,66,199387,808,Unemployed,42,0.55,189251,44727,Mortgage,Married,3,Master's,Business Expansion,142514,3,Excellent,36,17.4,5109.43,Pending
3bab291b-4a08-4d63-85d7-db139ad9b604,59,274154,643,Employed,39,0.64,238458,961,Rent,Single,2,Bachelor's,Home Improvement,221391,2,Excellent,24,13.47,10574.27,Approved
c56d91fa-3adc-4ec9-a5b7-5ecef6ab8229,68,474344,547,Employed,48,0.67,890302,15714,Mortgage,Married,4,High School,Business Expansion,289741,5,Fair,36,21.47,10986.06,Rejected
927b4a91-d855-4b14-9de4-ed19f2791509,64,40673,444,Unemployed,44,0.71,719518,31744,Rent,Single,5,High School,Medical Expenses,195908,3,Good,180,13.81,2584.03,Approved
7fd48730-5d16-4536-9ffc-ad186289f596,61,220819,397,Employed,39,0.44,876220,23058,Own,Single,1,Bachelor's,Car Purchase,260306,0,Excellent,12,15.81,23594.39,Approved
2d612e7f-8f33-4266-b938-e7389683c9ec,34,66180,468,Employed,16,0.98,339874,7831,Own,Divorced,5,High School,Home Improvement,176202,3,Poor,48,12.42,4676.49,Approved
6ad45ba4-4e8e-429c-a24e-6ecdf16090c7,18,184551,461,Employed,0,0.39,8163,5608,Rent,Single,5,Bachelor's,Business Expansion,311563,1,Poor,48,16.53,8914.58,Approved
8801f3b9-21f3-4d21-be28-799639dddf60,78,162533,564,Employed,60,0.22,808592,39169,Mortgage,Widowed,3,High School,Medical Expenses,173512,2,Fair,120,12.69,2559.09,Approved
34eff3b6-df19-4032-be24-1c252eec2021,79,498677,703,Unemployed,61,0.67,187687,29946,Mortgage,Divorced,1,High School,Car Purchase,190357,0,Poor,60,3.41,3455.26,Approved
613a269c-205e-42a4-9108-2d28329585da,36,361787,381,Employed,18,0.42,94350,20303,Own,Married,5,Associate's,Business Expansion,211521,3,Excellent,48,23.84,6877.28,Approved
d4a7389b-f7f7-4256-b74a-99e4426dac2b,43,242149,649,Employed,21,0.13,557105,33069,Own,Widowed,1,Bachelor's,Business Expansion,128058,3,Excellent,120,23.55,2783.35,Pending
40cabd9e-3ef5-4db3-b1ce-750fbbb4c035,70,131043,430,Employed,51,0.18,96962,15812,Own,Married,2,Bachelor's,Home Improvement,409760,3,Excellent,60,14.89,9724.52,Pending
a958f11d-91e6-4579-8d55-9c9b479d6905,57,391480,337,Employed,33,0.85,253724,2840,Own,Single,4,High School,Car Purchase,178099,4,Excellent,180,19.58,3072.83,Approved
889adae4-9e58-441b-86f4-f1160992d5ef,21,23192,727,Self-Employed,3,0.46,863643,48575,Own,Single,0,High School,Debt Consolidation,226401,3,Fair,48,19.96,6884.64,Pending
1e947a55-c59e-4d3e-a66c-bcade3eac995,29,316888,608,Employed,7,0.01,205905,45924,Own,Married,1,Associate's,Debt Consolidation,275123,3,Good,36,9.21,8775.75,Rejected
91c84b1c-b3c5-47fb-bc9f-93430d983827,76,394250,762,Employed,56,0.93,225939,42354,Own,Divorced,2,Bachelor's,Medical Expenses,423195,2,Excellent,36,15.94,14865.75,Approved
bfcc4514-2c35-4900-a012-506025203ddf,50,94001,815,Employed,29,0.23,539452,49443,Rent,Married,5,Bachelor's,Education,494717,1,Excellent,60,12.83,11213.33,Pending
f3b7f9d5-8a41-46f2-9ab0-8d62a15423ff,38,222696,778,Self-Employed,17,0.6,577623,2896,Own,Single,4,Bachelor's,Car Purchase,22317,0,Excellent,120,13.56,340.63,Pending
6a37174a-4e7a-41d2-b2ae-bda8ee7ad0c5,57,353326,609,Employed,35,0.89,865261,358,Own,Single,0,Associate's,Education,85012,5,Excellent,120,20.95,1696.8,Approved
c7f517c9-f8dd-4a6b-b0cb-8989c882aa40,45,92185,560,Employed,23,0.92,442012,8762,Own,Married,3,Master's,Medical Expenses,48707,0,Good,48,7.17,1170.2,Approved
ca9efc19-b345-407c-a04d-b43bb472c91e,71,191479,468,Employed,47,0.84,105038,35764,Mortgage,Single,3,Bachelor's,Home Improvement,306704,3,Excellent,120,6.77,3524.84,Approved
7ee68d1f-704d-4fc4-b922-c789167d0ea4,75,114056,579,Employed,52,0.86,503386,43679,Own,Married,1,High School,Business Expansion,186866,4,Good,60,24.02,5377.92,Approved
6ea3b918-4ab3-486d-a44f-0c98d0b7c50d,47,460057,501,Employed,28,0.61,604675,5347,Mortgage,Single,1,Associate's,Home Improvement,231290,3,Excellent,24,12.5,10941.71,Pending
9dd6e1b3-9339-48dc-96ca-df67185000ba,56,336122,588,Self-Employed,35,0.8,664232,43955,Mortgage,Married,2,Bachelor's,Debt Consolidation,284497,4,Fair,48,19.34,8557.62,Approved
b9e0f5ef-84fe-4c7e-83a9-5134a9e5f84d,20,195596,626,Employed,1,0.58,85370,7885,Rent,Single,0,Bachelor's,Car Purchase,186314,0,Excellent,180,22.75,3656.63,Pending
8fae78ac-30b4-4623-a13c-e2c1b7786961,59,419260,393,Employed,39,0.15,930795,3717,Rent,Divorced,1,Bachelor's,Education,201434,5,Good,36,7.31,6248.29,Pending
0c6924b1-4151-4ae9-b929-7728d2017028,18,329282,493,Employed,0,0.75,368665,14841,Mortgage,Married,5,Bachelor's,Car Purchase,49923,3,Excellent,36,20.9,1878.29,Approved
ac030f51-891d-4b33-9dc8-bace0e70104a,19,444926,683,Employed,1,0.51,46511,15661,Rent,Married,1,Associate's,Debt Consolidation,468921,1,Fair,60,9.26,9793.31,Pending
4d88160d-bf49-413c-b8e3-915509c9091a,54,470905,538,Employed,36,0.57,710803,36348,Own,Married,3,High School,Education,471336,3,Excellent,180,11.43,5485.14,Rejected
19766ebd-4b2f-4f22-a4cb-35c7c696ddc3,71,468215,451,Employed,47,0.96,822868,27447,Own,Married,0,Bachelor's,Education,99882,4,Excellent,60,21.99,2758.06,Pending
60e8fbcd-9305-46c6-a6fb-826a34408237,68,33933,602,Employed,44,0.07,388338,34898,Mortgage,Single,2,Associate's,Debt Consolidation,28972,1,Excellent,24,17.02,1432.72,Pending
9a753ca8-80d5-4985-af8d-f90207657da7,77,104260,391,Unemployed,53,0.75,14572,38163,Own,Married,0,High School,Debt Consolidation,392885,5,Excellent,360,21.14,6934.23,Approved
244d1133-a8a7-4793-b0a9-9ddabf5ed28d,70,479030,582,Employed,47,0.97,272717,15641,Own,Single,1,Associate's,Medical Expenses,133839,0,Good,120,17.97,2409.0,Approved
e0b5d870-ce20-47c8-84ff-a542c48a1d3f,48,115147,394,Employed,26,0.41,334543,20522,Own,Married,1,Bachelor's,Business Expansion,346910,0,Excellent,180,24.25,7207.16,Pending
6a128bde-061c-4b08-8de4-cd536fa50ae4,28,218452,713,Employed,10,0.08,983083,47424,Rent,Married,1,Bachelor's,Education,325232,5,Excellent,24,24.45,17268.51,Approved
de05882d-6b44-4a85-be04-53ad3c7a7bc0,29,371911,587,Unemployed,10,0.92,92029,31184,Own,Married,0,High School,Medical Expenses,231613,3,Fair,12,14.02,20798.04,Pending
a680b967-cb3e-4985-860f-7e759a2a6bba,73,499353,678,Self-Employed,54,0.49,949572,263,Mortgage,Married,1,Bachelor's,Education,471163,0,Fair,60,9.9,9987.65,Approved
ce862666-6acc-4586-97ee-e7e47a30b615,72,187663,803,Employed,54,0.49,595403,21580,Mortgage,Single,4,Associate's,Medical Expenses,194500,2,Excellent,60,4.74,3647.33,Rejected
8d567ec1-2a56-4221-92a6-3f1701337acf,19,391753,717,Unemployed,0,0.02,834616,30318,Mortgage,Single,4,High School,Home Improvement,308761,0,Good,24,8.54,14040.59,Approved
1e0cf30b-8d31-471d-9e5c-8978a36400fb,37,114969,729,Employed,15,0.25,148657,23821,Own,Single,1,Associate's,Debt Consolidation,121689,0,Excellent,12,16.23,11054.2,Approved
bce73ab7-8dd5-4b71-8fae-f48cf6e55566,55,448727,658,Employed,31,0.82,390403,25788,Mortgage,Married,3,Bachelor's,Debt Consolidation,242218,1,Fair,60,21.46,6615.64,Approved
ab290005-9e39-4be3-bb62-170e3413546a,66,281872,336,Employed,45,0.23,619932,17891,Mortgage,Divorced,0,Bachelor's,Car Purchase,384170,4,Excellent,120,12.0,5511.72,Approved
48e23901-14cd-4331-aa42-5f232ab28f40,29,394741,328,Employed,10,0.32,827090,33716,Rent,Single,2,Bachelor's,Car Purchase,58725,1,Excellent,24,21.89,3043.36,Approved
fd7933ad-2920-46d2-9ba3-5b7858abe29f,64,300019,629,Employed,45,0.26,978121,1617,Own,Single,0,Associate's,Business Expansion,422323,2,Fair,36,10.6,13746.45,Approved
7202cdb5-3f0f-45c4-8ba4-cbdab7b57013,61,477056,763,Employed,40,0.26,110542,43537,Mortgage,Married,0,Bachelor's,Education,357178,4,Excellent,60,22.61,9989.14,Approved
f3bf67b4-f7a1-414b-8002-3c2f2c7174a6,76,284439,804,Employed,54,0.54,921856,24299,Own,Single,1,High School,Debt Consolidation,414129,0,Good,120,23.9,9101.89,Approved
a21b9246-fe3d-4cb7-9e86-1664402b6132,73,217277,612,Employed,49,0.76,260699,21168,Rent,Single,5,High School,Car Purchase,261189,3,Fair,360,20.8,4536.61,Pending
758bf228-a50c-4fd3-8bf6-491327d0b450,76,381556,822,Employed,56,0.2,620155,18767,Rent,Married,4,High School,Education,167843,3,Fair,48,19.13,5030.05,Rejected
e62be054-a46a-4902-b11a-7f08f0418747,30,446543,779,Employed,12,0.65,760346,13776,Mortgage,Married,5,Associate's,Medical Expenses,304652,1,Poor,36,3.64,8945.83,Approved
46859070-bd18-4e78-9437-f58304587f68,65,64909,597,Employed,42,0.74,723043,22464,Own,Single,2,Bachelor's,Business Expansion,468515,3,Good,180,6.31,4032.49,Pending
51dfe578-ba3c-4fa2-b11a-d5a1cac05dfd,72,372556,780,Retired,50,0.49,698470,33533,Own,Widowed,0,Doctorate,Medical Expenses,315154,2,Excellent,180,23.72,6418.92,Approved
c1063065-b1ca-4e2a-b05c-e86d986f142c,47,76400,348,Unemployed,28,0.15,491718,3395,Own,Married,2,Master's,Home Improvement,81469,3,Good,60,16.1,1985.5,Pending
79787173-2fdb-4024-b457-1809263a790c,22,296593,669,Self-Employed,2,0.44,223787,18173,Own,Single,2,High School,Debt Consolidation,3490,2,Fair,48,24.73,115.19,Rejected
d2f71bcd-a86a-4638-9356-24fc299b0c7f,47,253724,551,Employed,29,0.82,76943,48610,Rent,Married,3,Bachelor's,Business Expansion,43408,3,Excellent,120,16.73,747.01,Rejected
35975994-9f38-40f2-a699-bbec7f816e3b,39,246986,405,Employed,21,0.28,273108,10524,Own,Divorced,4,Associate's,Medical Expenses,249627,4,Good,12,22.56,23431.01,Pending
61b41c34-fad1-484f-a508-65ba4d8f44c6,71,380637,463,Unemployed,49,0.64,529396,46294,Own,Single,3,High School,Education,456431,0,Excellent,36,6.08,13902.07,Approved
5be78ddb-9674-4e0f-9133-55e8d73a5feb,76,217116,797,Self-Employed,58,0.19,360495,8260,Mortgage,Married,5,High School,Education,15276,5,Good,12,3.32,1296.01,Approved
dc57fe43-28ba-4372-aec0-f74453bd5497,70,107819,741,Employed,46,0.2,725781,32254,Mortgage,Married,4,Associate's,Home Improvement,192150,2,Poor,36,22.22,7360.18,Pending
4449de40-55e2-4ae1-acfa-c1a272bd4766,20,441468,684,Employed,1,0.66,819864,17407,Rent,Married,1,High School,Home Improvement,6405,4,Poor,120,3.35,62.89,Pending
8da5ab75-7641-42f1-b0d7-7c2db75193a0,53,226598,543,Retired,30,0.73,388273,25872,Rent,Married,1,High School,Home Improvement,204566,1,Fair,120,20.28,3991.41,Approved
52718bf7-2246-4e21-bf7a-3c07aa7a7050,18,485497,308,Employed,0,0.88,91451,7169,Own,Single,1,Doctorate,Education,187986,1,Good,180,10.19,2042.01,Pending
b00a140b-7d2a-4448-9b7d-3fd7bcd3f4ec,19,173224,463,Employed,0,0.55,436450,40719,Mortgage,Single,2,High School,Education,1072,1,Good,12,21.05,99.84,Approved
8557e199-fe67-49dc-bb0c-d812167529eb,32,49381,518,Unemployed,12,0.4,79872,27427,Own,Single,2,Bachelor's,Education,205490,2,Excellent,48,15.44,5764.88,Approved
fea0e39a-5238-4b6c-b803-c8a052f45d3d,33,383443,517,Employed,10,0.89,769151,39477,Own,Divorced,4,Bachelor's,Medical Expenses,23302,5,Excellent,24,5.6,1028.56,Pending
04c4a17b-cb60-4248-9470-93da287171af,62,435932,480,Employed,41,0.11,998263,15077,Own,Widowed,0,Associate's,Medical Expenses,180890,1,Good,120,16.08,3039.17,Approved
30e8a196-af1d-4363-b690-50b4d492ef8b,48,95504,488,Employed,30,0.89,127325,34711,Own,Married,4,Bachelor's,Home Improvement,62240,4,Excellent,120,22.56,1310.3,Pending
ffa650ab-683a-4d2f-bfe7-2370faf8844d,50,479630,775,Employed,32,0.11,179327,36971,Rent,Divorced,3,Bachelor's,Business Expansion,274377,3,Fair,180,24.55,5763.8,Approved
504f1612-e909-4d93-a3fc-ee1b9dbf0e59,61,108771,401,Employed,39,0.38,827093,10383,Rent,Divorced,3,Bachelor's,Car Purchase,31259,1,Fair,60,6.2,607.24,Approved
68148f53-d6b5-41a7-a2da-3467b4655626,24,306047,606,Employed,0,0.82,627106,44324,Own,Married,3,Master's,Medical Expenses,468863,1,Fair,120,18.28,8532.92,Approved
078bc3e6-2a7b-4c78-8812-a68d6848a3b6,31,113106,353,Self-Employed,9,0.52,416452,31354,Rent,Single,3,Bachelor's,Home Improvement,31324,2,Fair,60,15.97,761.24,Pending
c36a6af3-985a-4261-800e-d3ba7211538c,37,109102,408,Employed,15,0.53,674251,25678,Own,Married,2,Bachelor's,Car Purchase,117665,5,Good,120,19.82,2259.92,Approved
307bdd14-d632-42a0-8a55-66ad7492964e,78,194978,584,Employed,54,0.42,239525,29399,Rent,Married,3,Bachelor's,Car Purchase,334233,0,Excellent,24,5.82,14786.32,Rejected
56d1fe1c-e406-4cac-b317-0150285a0d57,27,370785,744,Retired,8,0.14,466171,15373,Mortgage,Married,5,Master's,Home Improvement,5670,0,Fair,48,10.94,146.38,Approved
ae094183-de46-4b56-8ad8-52c08e6f41d2,63,72521,816,Self-Employed,39,0.9,785712,12909,Own,Married,2,High School,Education,57022,0,Fair,48,19.73,1727.01,Pending
28fffd64-5b83-4380-bfe7-4ccd3c1be910,18,476525,773,Unemployed,0,0.48,932226,48651,Mortgage,Married,0,Bachelor's,Home Improvement,70340,5,Good,36,21.18,2656.57,Approved
889e87d9-adc8-4410-9b22-8a5a8b59926b,60,333649,312,Employed,37,0.38,358731,38100,Mortgage,Divorced,2,High School,Home Improvement,473207,0,Fair,24,5.76,20921.69,Rejected
c6d60e98-ef8d-4719-b64d-91c22c025666,78,45106,616,Self-Employed,56,0.73,885226,48025,Mortgage,Divorced,2,Bachelor's,Home Improvement,244670,4,Poor,12,16.32,22236.19,Approved
2b549fd6-e7a0-4242-aed9-2d5d47a3d9f5,78,155596,731,Employed,60,0.95,575395,27608,Mortgage,Single,2,Master's,Car Purchase,192994,1,Excellent,180,11.27,2226.4,Rejected
62697e10-8ac7-48d4-ad51-4ad0cd927646,80,345622,525,Employed,57,0.58,291070,1985,Mortgage,Married,4,High School,Medical Expenses,25222,5,Excellent,180,24.93,537.25,Pending
0891e48b-c366-45ec-98b1-e6e97e5b7c10,27,307562,613,Self-Employed,3,0.81,69791,39081,Mortgage,Married,5,High School,Home Improvement,5004,0,Excellent,36,9.85,161.11,Approved
5f7e043c-c737-4599-9162-5483ca145a7c,53,402578,638,Unemployed,31,0.39,417633,26964,Own,Single,3,Doctorate,Debt Consolidation,177562,3,Excellent,36,9.24,5666.28,Rejected
dff58b4a-b344-4d6c-9390-e3895d7e20cd,50,447488,642,Employed,29,0.36,792723,16697,Rent,Married,0,Master's,Car Purchase,461009,4,Excellent,48,18.61,13689.53,Approved
4e3b2cde-12a1-4669-9170-bb3598510617,78,67252,672,Employed,58,0.05,315111,6060,Own,Single,1,High School,Education,345108,5,Excellent,24,18.24,17269.25,Approved
b229da26-dac7-4a35-b63e-5babb7820bbc,66,73559,659,Employed,45,0.65,63445,17102,Mortgage,Single,4,Associate's,Business Expansion,44793,5,Poor,12,4.47,3823.75,Approved
fa2458d7-4547-4b66-8555-95f4fa3f5fe4,38,422423,834,Employed,14,0.34,876294,16201,Own,Single,5,Doctorate,Business Expansion,267423,2,Fair,120,14.48,4229.71,Approved
3090a7a1-29d6-40cd-986e-be0a2eb0a176,78,23028,557,Employed,59,0.94,849710,37742,Rent,Married,0,Bachelor's,Debt Consolidation,3533,5,Poor,360,22.73,67.0,Pending
b3d742eb-2072-4b71-958b-8d806146ea18,42,453523,558,Employed,20,0.96,898383,4584,Rent,Single,3,High School,Debt Consolidation,251531,1,Poor,180,16.56,3792.91,Pending
f3645a28-ce10-4a11-bbe9-c6594f73e0cd,73,407377,393,Self-Employed,51,0.18,753807,5859,Rent,Married,4,Bachelor's,Education,41557,5,Poor,60,23.33,1179.4,Pending
