customer_id,age,annual_income,credit_score,employment_status,years_employed,debt_to_income_ratio,savings_balance,checking_balance,home_ownership,marital_status,num_dependents,education_level,loan_purpose,requested_loan_amount,existing_loans,payment_history,loan_term,interest_rate,monthly_payment,approval_status,credit_score_category,dti_category
7fd48730-5d16-4536-9ffc-ad186289f596,61,220819,397,0,39,0.44,876220,23058,1,2,1,1,1,260306,0,0,12,15.81,23594.39,0,Poor,High
2d612e7f-8f33-4266-b938-e7389683c9ec,34,66180,468,0,16,0.98,339874,7831,1,0,5,3,4,176202,3,3,48,12.42,4676.49,0,Poor,High
6ad45ba4-4e8e-429c-a24e-6ecdf16090c7,18,184551,461,0,0,0.39,8163,5608,2,2,5,1,0,311563,1,3,48,16.53,8914.58,0,Poor,Acceptable
8801f3b9-21f3-4d21-be28-799639dddf60,78,162533,564,0,60,0.22,808592,39169,0,3,3,3,5,173512,2,1,120,12.69,2559.09,0,Poor,Good
34eff3b6-df19-4032-be24-1c252eec2021,79,498677,703,3,61,0.67,187687,29946,0,0,1,3,1,190357,0,3,60,3.41,3455.26,0,Good,High
613a269c-205e-42a4-9108-2d28329585da,36,361787,381,0,18,0.42,94350,20303,1,1,5,0,0,211521,3,0,48,23.84,6877.28,0,Poor,Acceptable
d4a7389b-f7f7-4256-b74a-99e4426dac2b,43,242149,649,0,21,0.13,557105,33069,1,3,1,1,0,128058,3,0,120,23.55,2783.35,1,Fair,Good
40cabd9e-3ef5-4db3-b1ce-750fbbb4c035,70,131043,430,0,51,0.18,96962,15812,1,1,2,1,4,409760,3,0,60,14.89,9724.52,1,Poor,Good
a958f11d-91e6-4579-8d55-9c9b479d6905,57,391480,337,0,33,0.85,253724,2840,1,2,4,3,1,178099,4,0,180,19.58,3072.83,0,Poor,High
889adae4-9e58-441b-86f4-f1160992d5ef,21,23192,727,2,3,0.46,863643,48575,1,2,0,3,2,226401,3,1,48,19.96,6884.64,1,Good,High
1e947a55-c59e-4d3e-a66c-bcade3eac995,29,316888,608,0,7,0.01,205905,45924,1,1,1,0,2,275123,3,2,36,9.21,8775.75,2,Fair,Good
91c84b1c-b3c5-47fb-bc9f-93430d983827,76,394250,762,0,56,0.93,225939,42354,1,0,2,1,5,423195,2,0,36,15.94,14865.75,0,Very Good,High
bfcc4514-2c35-4900-a012-506025203ddf,50,94001,815,0,29,0.23,539452,49443,2,1,5,1,3,494717,1,0,60,12.83,11213.33,1,Excellent,Good
f3b7f9d5-8a41-46f2-9ab0-8d62a15423ff,38,222696,778,2,17,0.6,577623,2896,1,2,4,1,1,22317,0,0,120,13.56,340.63,1,Very Good,High
6a37174a-4e7a-41d2-b2ae-bda8ee7ad0c5,57,353326,609,0,35,0.89,865261,358,1,2,0,0,3,85012,5,0,120,20.95,1696.8,0,Fair,High
c7f517c9-f8dd-4a6b-b0cb-8989c882aa40,45,92185,560,0,23,0.92,442012,8762,1,1,3,4,5,48707,0,2,48,7.17,1170.2,0,Poor,High
ca9efc19-b345-407c-a04d-b43bb472c91e,71,191479,468,0,47,0.84,105038,35764,0,2,3,1,4,306704,3,0,120,6.77,3524.84,0,Poor,High
7ee68d1f-704d-4fc4-b922-c789167d0ea4,75,114056,579,0,52,0.86,503386,43679,1,1,1,3,0,186866,4,2,60,24.02,5377.92,0,Poor,High
6ea3b918-4ab3-486d-a44f-0c98d0b7c50d,47,460057,501,0,28,0.61,604675,5347,0,2,1,0,4,231290,3,0,24,12.5,10941.71,1,Poor,High
9dd6e1b3-9339-48dc-96ca-df67185000ba,56,336122,588,2,35,0.8,664232,43955,0,1,2,1,2,284497,4,1,48,19.34,8557.62,0,Fair,High
b9e0f5ef-84fe-4c7e-83a9-5134a9e5f84d,20,195596,626,0,1,0.58,85370,7885,2,2,0,1,1,186314,0,0,180,22.75,3656.63,1,Fair,High
8fae78ac-30b4-4623-a13c-e2c1b7786961,59,419260,393,0,39,0.15,930795,3717,2,0,1,1,3,201434,5,2,36,7.31,6248.29,1,Poor,Good
0c6924b1-4151-4ae9-b929-7728d2017028,18,329282,493,0,0,0.75,368665,14841,0,1,5,1,1,49923,3,0,36,20.9,1878.29,0,Poor,High
ac030f51-891d-4b33-9dc8-bace0e70104a,19,444926,683,0,1,0.51,46511,15661,2,1,1,0,2,468921,1,1,60,9.26,9793.31,1,Good,High
4d88160d-bf49-413c-b8e3-915509c9091a,54,470905,538,0,36,0.57,710803,36348,1,1,3,3,3,471336,3,0,180,11.43,5485.14,2,Poor,High
19766ebd-4b2f-4f22-a4cb-35c7c696ddc3,71,468215,451,0,47,0.96,822868,27447,1,1,0,1,3,99882,4,0,60,21.99,2758.06,1,Poor,High
60e8fbcd-9305-46c6-a6fb-826a34408237,68,33933,602,0,44,0.07,388338,34898,0,2,2,0,2,28972,1,0,24,17.02,1432.72,1,Fair,Good
9a753ca8-80d5-4985-af8d-f90207657da7,77,104260,391,3,53,0.75,14572,38163,1,1,0,3,2,392885,5,0,360,21.14,6934.23,0,Poor,High
244d1133-a8a7-4793-b0a9-9ddabf5ed28d,70,479030,582,0,47,0.97,272717,15641,1,2,1,0,5,133839,0,2,120,17.97,2409.0,0,Fair,High
e0b5d870-ce20-47c8-84ff-a542c48a1d3f,48,115147,394,0,26,0.41,334543,20522,1,1,1,1,0,346910,0,0,180,24.25,7207.16,1,Poor,Acceptable
6a128bde-061c-4b08-8de4-cd536fa50ae4,28,218452,713,0,10,0.08,983083,47424,2,1,1,1,3,325232,5,0,24,24.45,17268.51,0,Good,Good
de05882d-6b44-4a85-be04-53ad3c7a7bc0,29,371911,587,3,10,0.92,92029,31184,1,1,0,3,5,231613,3,1,12,14.02,20798.04,1,Fair,High
a680b967-cb3e-4985-860f-7e759a2a6bba,73,499353,678,2,54,0.49,949572,263,0,1,1,1,3,471163,0,1,60,9.9,9987.65,0,Good,High
ce862666-6acc-4586-97ee-e7e47a30b615,72,187663,803,0,54,0.49,595403,21580,0,2,4,0,5,194500,2,0,60,4.74,3647.33,2,Excellent,High
8d567ec1-2a56-4221-92a6-3f1701337acf,19,391753,717,3,0,0.02,834616,30318,0,2,4,3,4,308761,0,2,24,8.54,14040.59,0,Good,Good
1e0cf30b-8d31-471d-9e5c-8978a36400fb,37,114969,729,0,15,0.25,148657,23821,1,2,1,0,2,121689,0,0,12,16.23,11054.2,0,Good,Good
bce73ab7-8dd5-4b71-8fae-f48cf6e55566,55,448727,658,0,31,0.82,390403,25788,0,1,3,1,2,242218,1,1,60,21.46,6615.64,0,Fair,High
ab290005-9e39-4be3-bb62-170e3413546a,66,281872,336,0,45,0.23,619932,17891,0,0,0,1,1,384170,4,0,120,12.0,5511.72,0,Poor,Good
48e23901-14cd-4331-aa42-5f232ab28f40,29,394741,328,0,10,0.32,827090,33716,2,2,2,1,1,58725,1,0,24,21.89,3043.36,0,Poor,Good
fd7933ad-2920-46d2-9ba3-5b7858abe29f,64,300019,629,0,45,0.26,978121,1617,1,2,0,0,0,422323,2,1,36,10.6,13746.45,0,Fair,Good
7202cdb5-3f0f-45c4-8ba4-cbdab7b57013,61,477056,763,0,40,0.26,110542,43537,0,1,0,1,3,357178,4,0,60,22.61,9989.14,0,Very Good,Good
f3bf67b4-f7a1-414b-8002-3c2f2c7174a6,76,284439,804,0,54,0.54,921856,24299,1,2,1,3,2,414129,0,2,120,23.9,9101.89,0,Excellent,High
a21b9246-fe3d-4cb7-9e86-1664402b6132,73,217277,612,0,49,0.76,260699,21168,2,2,5,3,1,261189,3,1,360,20.8,4536.61,1,Fair,High
758bf228-a50c-4fd3-8bf6-491327d0b450,76,381556,822,0,56,0.2,620155,18767,2,1,4,3,3,167843,3,1,48,19.13,5030.05,2,Excellent,Good
e62be054-a46a-4902-b11a-7f08f0418747,30,446543,779,0,12,0.65,760346,13776,0,1,5,0,5,304652,1,3,36,3.64,8945.83,0,Very Good,High
46859070-bd18-4e78-9437-f58304587f68,65,64909,597,0,42,0.74,723043,22464,1,2,2,1,0,468515,3,2,180,6.31,4032.49,1,Fair,High
51dfe578-ba3c-4fa2-b11a-d5a1cac05dfd,72,372556,780,1,50,0.49,698470,33533,1,3,0,2,5,315154,2,0,180,23.72,6418.92,0,Very Good,High
c1063065-b1ca-4e2a-b05c-e86d986f142c,47,76400,348,3,28,0.15,491718,3395,1,1,2,4,4,81469,3,2,60,16.1,1985.5,1,Poor,Good
79787173-2fdb-4024-b457-1809263a790c,22,296593,669,2,2,0.44,223787,18173,1,2,2,3,2,3490,2,1,48,24.73,115.19,2,Fair,High
d2f71bcd-a86a-4638-9356-24fc299b0c7f,47,253724,551,0,29,0.82,76943,48610,2,1,3,1,0,43408,3,0,120,16.73,747.01,2,Poor,High
35975994-9f38-40f2-a699-bbec7f816e3b,39,246986,405,0,21,0.28,273108,10524,1,0,4,0,5,249627,4,2,12,22.56,23431.01,1,Poor,Good
61b41c34-fad1-484f-a508-65ba4d8f44c6,71,380637,463,3,49,0.64,529396,46294,1,2,3,3,3,456431,0,0,36,6.08,13902.07,0,Poor,High
5be78ddb-9674-4e0f-9133-55e8d73a5feb,76,217116,797,2,58,0.19,360495,8260,0,1,5,3,3,15276,5,2,12,3.32,1296.01,0,Very Good,Good
dc57fe43-28ba-4372-aec0-f74453bd5497,70,107819,741,0,46,0.2,725781,32254,0,1,4,0,4,192150,2,3,36,22.22,7360.18,1,Very Good,Good
4449de40-55e2-4ae1-acfa-c1a272bd4766,20,441468,684,0,1,0.66,819864,17407,2,1,1,3,4,6405,4,3,120,3.35,62.89,1,Good,High
8da5ab75-7641-42f1-b0d7-7c2db75193a0,53,226598,543,1,30,0.73,388273,25872,2,1,1,3,4,204566,1,1,120,20.28,3991.41,0,Poor,High
52718bf7-2246-4e21-bf7a-3c07aa7a7050,18,485497,308,0,0,0.88,91451,7169,1,2,1,2,3,187986,1,2,180,10.19,2042.01,1,Poor,High
b00a140b-7d2a-4448-9b7d-3fd7bcd3f4ec,19,173224,463,0,0,0.55,436450,40719,0,2,2,3,3,1072,1,2,12,21.05,99.84,0,Poor,High
8557e199-fe67-49dc-bb0c-d812167529eb,32,49381,518,3,12,0.4,79872,27427,1,2,2,1,3,205490,2,0,48,15.44,5764.88,0,Poor,Acceptable
fea0e39a-5238-4b6c-b803-c8a052f45d3d,33,383443,517,0,10,0.89,769151,39477,1,0,4,1,5,23302,5,0,24,5.6,1028.56,1,Poor,High
04c4a17b-cb60-4248-9470-93da287171af,62,435932,480,0,41,0.11,998263,15077,1,3,0,0,5,180890,1,2,120,16.08,3039.17,0,Poor,Good
30e8a196-af1d-4363-b690-50b4d492ef8b,48,95504,488,0,30,0.89,127325,34711,1,1,4,1,4,62240,4,0,120,22.56,1310.3,1,Poor,High
ffa650ab-683a-4d2f-bfe7-2370faf8844d,50,479630,775,0,32,0.11,179327,36971,2,0,3,1,0,274377,3,1,180,24.55,5763.8,0,Very Good,Good
504f1612-e909-4d93-a3fc-ee1b9dbf0e59,61,108771,401,0,39,0.38,827093,10383,2,0,3,1,1,31259,1,1,60,6.2,607.24,0,Poor,Acceptable
68148f53-d6b5-41a7-a2da-3467b4655626,24,306047,606,0,0,0.82,627106,44324,1,1,3,4,5,468863,1,1,120,18.28,8532.92,0,Fair,High
078bc3e6-2a7b-4c78-8812-a68d6848a3b6,31,113106,353,2,9,0.52,416452,31354,2,2,3,1,4,31324,2,1,60,15.97,761.24,1,Poor,High
c36a6af3-985a-4261-800e-d3ba7211538c,37,109102,408,0,15,0.53,674251,25678,1,1,2,1,1,117665,5,2,120,19.82,2259.92,0,Poor,High
307bdd14-d632-42a0-8a55-66ad7492964e,78,194978,584,0,54,0.42,239525,29399,2,1,3,1,1,334233,0,0,24,5.82,14786.32,2,Fair,Acceptable
56d1fe1c-e406-4cac-b317-0150285a0d57,27,370785,744,1,8,0.14,466171,15373,0,1,5,4,4,5670,0,1,48,10.94,146.38,0,Very Good,Good
ae094183-de46-4b56-8ad8-52c08e6f41d2,63,72521,816,2,39,0.9,785712,12909,1,1,2,3,3,57022,0,1,48,19.73,1727.01,1,Excellent,High
28fffd64-5b83-4380-bfe7-4ccd3c1be910,18,476525,773,3,0,0.48,932226,48651,0,1,0,1,4,70340,5,2,36,21.18,2656.57,0,Very Good,High
889e87d9-adc8-4410-9b22-8a5a8b59926b,60,333649,312,0,37,0.38,358731,38100,0,0,2,3,4,473207,0,1,24,5.76,20921.69,2,Poor,Acceptable
c6d60e98-ef8d-4719-b64d-91c22c025666,78,45106,616,2,56,0.73,885226,48025,0,0,2,1,4,244670,4,3,12,16.32,22236.19,0,Fair,High
2b549fd6-e7a0-4242-aed9-2d5d47a3d9f5,78,155596,731,0,60,0.95,575395,27608,0,2,2,4,1,192994,1,0,180,11.27,2226.4,2,Good,High
62697e10-8ac7-48d4-ad51-4ad0cd927646,80,345622,525,0,57,0.58,291070,1985,0,1,4,3,5,25222,5,0,180,24.93,537.25,1,Poor,High
0891e48b-c366-45ec-98b1-e6e97e5b7c10,27,307562,613,2,3,0.81,69791,39081,0,1,5,3,4,5004,0,0,36,9.85,161.11,0,Fair,High
5f7e043c-c737-4599-9162-5483ca145a7c,53,402578,638,3,31,0.39,417633,26964,1,2,3,2,2,177562,3,0,36,9.24,5666.28,2,Fair,Acceptable
dff58b4a-b344-4d6c-9390-e3895d7e20cd,50,447488,642,0,29,0.36,792723,16697,2,1,0,4,1,461009,4,0,48,18.61,13689.53,0,Fair,Good
4e3b2cde-12a1-4669-9170-bb3598510617,78,67252,672,0,58,0.05,315111,6060,1,2,1,3,3,345108,5,0,24,18.24,17269.25,0,Good,Good
b229da26-dac7-4a35-b63e-5babb7820bbc,66,73559,659,0,45,0.65,63445,17102,0,2,4,0,0,44793,5,3,12,4.47,3823.75,0,Fair,High
fa2458d7-4547-4b66-8555-95f4fa3f5fe4,38,422423,834,0,14,0.34,876294,16201,1,2,5,2,0,267423,2,1,120,14.48,4229.71,0,Excellent,Good
3090a7a1-29d6-40cd-986e-be0a2eb0a176,78,23028,557,0,59,0.94,849710,37742,2,1,0,1,2,3533,5,3,360,22.73,67.0,1,Poor,High
b3d742eb-2072-4b71-958b-8d806146ea18,42,453523,558,0,20,0.96,898383,4584,2,2,3,3,2,251531,1,3,180,16.56,3792.91,1,Poor,High
f3645a28-ce10-4a11-bbe9-c6594f73e0cd,73,407377,393,2,51,0.18,753807,5859,2,1,4,1,3,41557,5,3,60,23.33,1179.4,1,Poor,Good
59a2fa47-a938-4471-8799-303fd62607c4,47,356476,403,0,24,0.88,493369,31093,1,0,1,1,5,83451,5,0,180,21.55,1562.07,0,Poor,High
de4a76b1-da30-4ea1-bc75-7818bc45cb63,34,223557,420,0,13,0.31,696219,14942,0,1,4,1,3,466958,4,1,24,14.69,22572.51,1,Poor,Good
e09453cf-d663-4900-b4a4-917feed11d0c,60,33831,722,0,38,0.77,92975,4917,0,1,3,1,2,61860,4,0,12,12.55,5512.12,0,Good,High
8ad7466e-a167-435d-85bc-d0341623a574,55,358727,372,2,31,0.67,803761,48567,1,1,4,4,1,288895,2,0,360,19.26,4651.84,1,Poor,High
c90253e0-6e92-4684-bff3-2bc826478e2b,32,177727,595,0,8,0.76,455681,36734,1,2,1,2,5,209226,4,0,24,17.19,10363.72,0,Fair,High
9fd2e13d-6234-445c-a0f5-095bbf8a208f,52,403605,587,2,28,0.29,933017,29410,0,0,2,3,5,245530,5,1,48,10.68,6307.76,2,Fair,Good
cb615843-f97f-4316-8f47-613871d8aff7,26,333455,573,0,2,0.93,688410,23164,2,1,5,1,3,32510,1,0,48,14.02,888.71,0,Poor,High
e9e57c61-6cb5-42c7-a120-5e4f22604111,73,214102,785,3,50,0.59,261332,7406,2,1,5,0,1,39255,0,0,120,13.5,597.75,0,Very Good,High
161c7ce1-20e0-47fc-a096-2b531d2624cb,72,22859,707,3,51,0.13,867936,17040,0,1,4,3,4,49583,4,2,12,19.11,4572.0,2,Good,Good
5c41c1f0-b28b-46c5-b428-2c503b385dfb,74,483905,534,0,55,0.02,650493,11538,2,2,4,3,4,66696,1,0,60,16.84,1651.83,1,Poor,Good
5e22be47-4e22-4307-b0e6-a38e61e2914c,61,428851,303,0,38,0.49,545088,26355,1,1,4,1,3,169518,2,2,60,13.23,3877.04,0,Poor,High
6c1e6671-822b-4f09-a9de-a00fffc38346,55,116666,689,0,37,0.57,128030,42179,2,0,1,0,0,388755,5,2,48,10.7,9991.03,0,Good,High
da13f93a-7048-49b5-869f-722cc6181e64,32,21073,605,0,12,0.59,581290,14634,2,1,3,1,0,10898,1,2,12,23.91,1030.04,1,Fair,High
218ca58d-76d4-4984-a58c-766f05e83d06,53,411735,737,2,31,0.48,587595,11767,2,0,1,0,1,241387,5,0,36,6.71,7421.37,0,Good,High
e36ef528-c49c-49e5-8c2b-8b2dc5b60a54,66,190774,356,2,47,0.61,916625,47317,1,2,0,3,5,108571,3,0,60,9.24,2266.42,1,Poor,High
e11b4948-da4f-44c5-99f1-6e1ff08f08c1,29,173972,684,3,5,0.37,284011,27480,2,2,0,0,0,357984,4,1,60,10.91,7767.38,0,Good,Acceptable
fa133926-a2dc-4aa1-8012-66ad9e520bdf,70,186078,386,0,49,0.7,692818,37080,0,1,5,3,0,168288,0,2,360,5.95,1003.57,1,Poor,High
d237347c-2f35-43ce-8000-acf7cf0d2069,28,426201,628,1,9,0.93,572757,7613,2,1,3,1,5,68141,3,0,60,23.33,1933.87,0,Fair,High
a718a48f-0f8a-4d0b-9cc3-898c61235690,67,237342,391,0,49,0.78,668682,16578,0,2,5,1,1,57233,1,1,360,24.73,1180.24,2,Poor,High
d2bbc9ad-8f38-43bb-a82e-e2980c4caa66,64,376943,705,2,40,0.41,260868,45176,0,2,3,4,5,26673,5,1,24,4.2,1160.65,2,Good,Acceptable
